Speed,Torque,Ia magnitude,Ia phase,Ib magnitude,Ib phase,Ic magnitude,Ic phase,I beta magnitude,I beta phase,I alpha magnitude,I alpha phase,Iq ,Id ,,,,,,,,,,,,,,,
0.7534238,0.757900181,0.285006652,0.618292867,0.337880184,-0.056965375,0.290182303,-0.776410057,0.285006652,0.618292867,0.34689322,0.075501471,0.173920241,0.251087224,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.374497206,0.376722238,0.101823231,-0.804071764,0.102202466,0.816652494,0.158338685,0.002293019,0.101823231,-0.804071764,0.153800872,0.932195321,0.173915143,0.121960623,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.984168912,0.990016238,0.62472856,0.218470419,0.46846299,-0.529456172,0.412020892,0.938096655,0.62472856,0.218470419,0.399331813,-0.307218641,0.071824221,0.276402913,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.5416277,0.544845719,0.15206293,-0.386802821,0.240619132,0.941672518,0.198122441,0.149416815,0.15206293,-0.386802821,0.253660089,-0.962320785,0.173913298,0.178508341,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.522117685,0.525219787,0.139232621,-0.405838617,0.228782077,0.935753365,0.193138546,0.134253063,0.139232621,-0.405838617,0.245152928,-0.971213556,0.173917461,0.171867093,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.783661548,0.788317583,0.32714534,0.757150231,0.349531624,0.048389804,0.281780115,-0.629269633,0.32714534,0.757150231,0.337156228,0.194825286,0.173905848,0.261483391,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.322662559,0.324579622,0.14548228,-0.992623456,0.075230379,0.191996233,0.083908848,-0.147760931,0.14548228,-0.992623456,0.050012444,0.564123091,0.173914602,0.104655661,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.240527914,0.241956983,0.104578803,0.01411775,0.04260561,-0.807575763,0.065653169,0.907526829,0.104578803,0.01411775,0.032082066,-0.30473478,0.173914024,0.077530469,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.503508751,0.50650029,0.182470824,0.1732983,0.136864423,-0.315379328,0.216504143,0.967612127,0.182470824,0.1732983,0.197536479,-0.136451521,0.17391593,0.165534459,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.181560531,0.182639252,0.049145075,0.077874994,0.032425114,-0.13480833,0.072151912,0.992379805,0.049145075,0.077874994,0.063465999,-0.045474014,0.173912961,0.058291901,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.941351709,0.946944641,0.806084269,0.07874414,0.722544755,-0.585925968,0.721313893,0.767188904,0.806084269,0.07874414,0.7507309,-0.404803846,0.196162866,0.665700305,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.277583375,0.279232605,0.066179669,0.841199437,0.119629516,-0.003209937,0.066630119,-0.861738551,0.066179669,0.841199437,0.110550052,0.048679578,0.173907968,0.089733554,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.979147374,0.984964865,0.446952675,0.535754288,0.462553667,-0.159279253,0.393959969,-0.832453954,0.446952675,0.535754288,0.455667159,-0.005947751,0.005077489,0.597678472,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.187243585,0.188356071,0.015945308,0.519555417,0.069102287,-0.034785263,0.065000536,-0.963246594,0.015945308,0.519555417,0.081440166,0.000747302,0.173911364,0.060140852,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.407743875,0.410166439,0.14102766,0.862512582,0.178879725,0.030535186,0.087596556,-0.700688501,0.14102766,0.862512582,0.148970861,0.119311269,0.173911567,0.133128049,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.477402492,0.480238924,0.135632302,0.72549699,0.216057312,-0.019084719,0.149171229,-0.813175147,0.135632302,0.72549699,0.211162718,0.066831412,0.173915931,0.156669289,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.636323723,0.640104367,0.268644227,0.154990629,0.197885337,-0.429435102,0.269107095,0.918545608,0.268644227,0.154990629,0.246287956,-0.221512754,0.173915519,0.210888474,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.271198671,0.272809967,0.08508251,-0.9040335,0.047417718,0.768852993,0.108898525,-0.019652849,0.08508251,-0.9040335,0.092151983,0.919695235,0.173913613,0.087615313,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.725703226,0.730014908,0.27494698,0.330682204,0.281095138,-0.257196926,0.314648974,-0.974922215,0.27494698,0.330682204,0.329807628,-0.103938915,0.173903105,0.241561113,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.71116758,0.715392901,0.319224657,-0.119858751,0.304115302,-0.861630417,0.23053504,0.514870152,0.319224657,-0.119858751,0.271350211,-0.697702946,0.173914837,0.236566037,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.534336386,0.537511084,0.250900079,0.967822911,0.190012372,0.185329888,0.146045231,-0.318457641,0.250900079,0.967822911,0.146551592,0.399851962,0.173915783,0.176028413,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.03888857,0.039119622,0.015587927,-0.995453474,0.003009493,0.067933337,0.011572304,-0.011067767,0.015587927,-0.995453474,0.005523752,0.963475375,0.173913057,0.012413867,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.26898634,0.270584492,0.080871605,0.103304887,0.050185798,-0.207932134,0.108776097,0.984490357,0.080871605,0.103304887,0.094321558,-0.073285869,0.173913547,0.086886195,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.561823968,0.565161981,0.263122525,-0.957509483,0.163930752,0.346234335,0.198548122,-0.179424616,0.263122525,-0.957509483,0.164307473,0.618274031,0.173915212,0.185407237,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.788848763,0.793535617,0.343405362,-0.176653233,0.344391114,-0.892508576,0.278544663,0.453385671,0.343405362,-0.176653233,0.325692748,-0.735295882,0.173911589,0.26326639,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.460064019,0.462797437,0.105130385,-0.561254998,0.17974525,0.895416588,0.185032632,0.069089284,0.105130385,-0.561254998,0.214934924,0.985679829,0.173910164,0.150792091,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.376216333,0.378451579,0.073570344,0.361701063,0.134194641,-0.102491856,0.151350525,-0.955594524,0.073570344,0.361701063,0.170289023,-0.022765418,0.173913673,0.122536421,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.862815154,0.867941471,0.349942259,-0.437852526,0.369896931,0.899636647,0.342367033,0.20684167,0.349942259,-0.437852526,0.3855311,-0.949206177,0.174107534,0.288642817,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.983227957,0.989069693,0.879836909,0.647134783,0.861432539,-0.032971615,0.78610483,-0.696450565,0.879836909,0.647134783,0.869217967,0.131246518,0.202997216,0.814200208,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.735120854,0.73948849,0.265750852,0.491764958,0.315606175,-0.138355681,0.30318336,-0.872482146,0.265750852,0.491764958,0.34575809,-0.004864398,0.173879869,0.244828707,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.913114677,0.918539842,0.192298847,0.605336443,0.156419151,0.1087969,0.232869435,-0.615803508,0.192298847,0.605336443,0.218286153,0.278628423,0.001696499,0.15171149,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.938715733,0.944293004,0.277963453,-0.514733542,0.155980527,0.949362809,0.28140614,0.309350394,0.277963453,-0.514733542,0.231740666,-0.809078952,0.015970856,0.155386168,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.997564192,1.003491105,0.97413164,0.144315811,0.763844477,-0.559483507,0.745208645,0.857765042,0.97413164,0.144315811,0.731513546,-0.34800743,0.464565984,-0.240854885,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.561979015,0.565317948,0.260028301,-0.05643275,0.215755846,-0.840380385,0.151698874,0.619522022,0.260028301,-0.05643275,0.169373241,-0.652531787,0.173907753,0.185467671,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.393193435,0.395529549,0.141949703,-0.116478163,0.169018989,-0.960291362,0.07673809,0.336774473,0.141949703,-0.116478163,0.135132719,-0.868037232,0.173913701,0.128233595,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.051911055,0.052219479,0.014433759,0.980002376,0.020980929,0.003266135,0.006796655,-0.951073444,0.014433759,0.980002376,0.016747903,0.01483384,0.17391303,0.016574686,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.02681781,0.026977145,0.006207206,0.98629051,0.010999919,0.00046419,0.004774501,-0.982546118,0.006207206,0.98629051,0.009553328,0.005779641,0.173913061,0.008559358,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.498683491,0.501646362,0.226878726,0.945572315,0.187580434,0.138175763,0.119165138,-0.37991201,0.226878726,0.945572315,0.138044785,0.319658101,0.173905786,0.163900411,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.124498251,0.125237943,0.053084758,0.004845009,0.021367946,-0.906807832,0.029876406,0.945039009,0.053084758,0.004845009,0.009286959,-0.266375981,0.17391296,0.03984823,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.381518905,0.383785655,0.148371727,0.91178184,0.156875782,0.057110968,0.065969693,-0.575799139,0.148371727,0.91178184,0.116677801,0.162029711,0.173911562,0.124316851,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.938001929,0.943574959,0.896505895,-0.74961575,0.867670088,0.616490872,0.899321118,-0.066720355,0.896505895,-0.74961575,0.950285547,0.782127849,0.181310418,0.907457364,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.006234329,0.00627137,0.00254554,-0.999413796,0.000625886,0.00820479,0.001750352,-0.00201011,0.00254554,-0.999413796,0.000722894,0.992711312,0.173913393,0.001989736,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.727622115,0.731945198,0.264030925,-0.422417172,0.323896327,0.917182726,0.286328599,0.184456353,0.264030925,-0.422417172,0.340347026,-0.95452508,0.173904659,0.242222527,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.945706592,0.951325399,0.679899864,-0.740310265,0.663189246,0.631217197,0.693693309,-0.05658349,0.679899864,-0.740310265,0.732684213,0.795210277,0.65023416,0.373994691,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.433083585,0.435656702,0.162650308,-0.878560757,0.094930183,0.635236901,0.178452966,-0.047640178,0.162650308,-0.878560757,0.150282412,0.849843614,0.173821756,0.141805509,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.145835538,0.146702003,0.01654821,-0.190839264,0.05806243,0.984784843,0.04309739,0.044189122,0.01654821,-0.190839264,0.061385625,-0.989217849,0.173913309,0.04672629,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.815715828,0.820562309,0.371214524,0.939909373,0.333655196,0.237867894,0.298631395,-0.388072235,0.371214524,0.939909373,0.321494095,0.418234508,0.173897863,0.272507943,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.786063725,0.790734032,0.300733271,-0.554918448,0.329728698,0.817547903,0.328121793,0.101319161,0.300733271,-0.554918448,0.363026049,0.962712369,0.173911937,0.262307389,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.675765823,0.679780808,0.230227074,0.576918306,0.301363872,-0.080617609,0.263896847,-0.830326592,0.230227074,0.576918306,0.318878185,0.038937466,0.173911693,0.224414685,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.838790924,0.843774504,0.335575915,0.425401155,0.348406814,-0.211795259,0.346607488,-0.91077062,0.335575915,0.425401155,0.378428822,-0.057796433,0.173913216,0.280433061,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.412411926,0.414862224,0.190143247,0.015503589,0.103829333,-0.751815553,0.121199938,0.831989785,0.190143247,0.015503589,0.084582226,-0.418189044,0.173908068,0.13470409,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.893771667,0.899081908,0.445670023,-0.224984789,0.441031119,-0.913856461,0.390339472,0.42373466,0.445670023,-0.224984789,0.438095735,-0.751970155,0.176462187,0.369278406,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.005086192,0.005116411,0.001568677,-0.001595292,0.0020007,-0.999497651,0.000460923,0.007084028,0.001568677,-0.001595292,0.001482877,-0.998216509,0.173912749,0.001621974,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.440516522,0.4431338,0.205519766,-0.995999956,0.124243396,0.224208947,0.123950174,-0.204615657,0.205519766,-0.995999956,0.094725928,0.518894984,0.173905589,0.14418949,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.00779377,0.007840075,0.002685984,0.998138734,0.002916396,0.001168041,0.000304573,-0.974179834,0.002685984,0.998138734,0.001931092,0.003600699,0.173913052,0.002487074,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.92394917,0.929438708,0.856875731,-0.465593824,0.908126037,0.888795864,0.877056843,0.188277467,0.856875731,-0.465593824,0.972818879,-0.960395248,0.339401156,0.658515372,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.94173268,0.947327876,0.570873681,0.452358926,0.553658052,-0.104389956,0.675971229,-0.82653258,0.570873681,0.452358926,0.684294773,0.052807896,0.091057173,0.331659505,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.677525668,0.681551108,0.228045011,-0.50152845,0.291176284,0.875580846,0.27798965,0.122657956,0.228045011,-0.50152845,0.322033213,0.999227692,0.173845014,0.225086012,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.401285912,0.403670106,0.185317239,-0.005155963,0.11482097,-0.813151606,0.10182803,0.786142315,0.185317239,-0.005155963,0.077984829,-0.529237823,0.173909294,0.130956933,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.993691131,0.999595033,0.218575101,-0.49542721,0.228409705,0.729155674,0.145631277,0.083566977,0.218575101,-0.49542721,0.194655015,0.867262166,-0.010366388,0.291777059,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.50041664,0.503389808,0.232851082,-0.034417412,0.176424867,-0.831221419,0.127981034,0.679307985,0.232851082,-0.034417412,0.13021728,-0.620302193,0.173837855,0.164584731,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.238822033,0.240240967,0.079352525,0.072079584,0.033435242,-0.265478896,0.092975183,0.975397992,0.079352525,0.072079584,0.0740189,-0.083869329,0.173913167,0.076970705,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.847479044,0.852514243,0.360349252,0.761257202,0.367861514,0.067024294,0.315912797,-0.602327392,0.360349252,0.761257202,0.362545845,0.222875284,0.173953272,0.283365691,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.359591311,0.361727781,0.078606276,0.733247184,0.15620376,-0.023901432,0.108722609,-0.871537734,0.078606276,0.733247184,0.156846808,0.040177842,0.17390989,0.116979297,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.587587184,0.591078266,0.279734072,-0.01488679,0.205610505,-0.767057569,0.181523763,0.71120859,0.279734072,-0.01488679,0.172891584,-0.539298317,0.173906237,0.194216697,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.571595508,0.574991577,0.237722528,-0.863270423,0.159738356,0.568936608,0.238960293,-0.077251848,0.237722528,-0.863270423,0.210095237,0.789385952,0.173917891,0.188740216,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.935944238,0.941505043,0.72636655,0.127534026,0.665364579,-0.494063066,0.730724077,0.829530386,0.72636655,0.127534026,0.747316343,-0.319728429,0.069967147,0.91418418,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.440386733,0.44300324,0.169818064,0.885057615,0.188831604,0.054550394,0.091382492,-0.609756339,0.169818064,0.885057615,0.149494318,0.162594525,0.173740398,0.144396115,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.827955261,0.832874462,0.346020031,-0.270410213,0.364152353,-0.964964694,0.308463267,0.356565641,0.346020031,-0.270410213,0.359485437,-0.814563769,0.173905578,0.276720864,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.389732998,0.392048552,0.154994039,0.083874752,0.071352404,-0.452028012,0.151174722,0.93636592,0.154994039,0.083874752,0.11639604,-0.175300325,0.173904725,0.127082974,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.922276368,0.927755967,0.743788725,0.771267583,0.774940062,0.08289759,0.671318361,-0.595087033,0.743788725,0.771267583,0.77270728,0.235492076,0.261072834,-0.025282893,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.841157651,0.846155293,0.368780555,-0.157959001,0.358767,-0.858767412,0.30881816,0.489816987,0.368780555,-0.157959001,0.348143869,-0.694353385,0.173547912,0.281452403,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.169704703,0.170712984,0.070400799,-0.982768467,0.020148215,0.208457585,0.050245967,-0.05208313,0.070400799,-0.982768467,0.024852898,0.832967077,0.17391194,0.05445067,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.781374589,0.786017036,0.354643351,0.902267622,0.327043194,0.184894224,0.274650079,-0.440478915,0.354643351,0.902267622,0.305728801,0.358789039,0.17390493,0.260710269,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.905526214,0.910906294,0.229570063,0.326427601,0.291384686,-0.317685115,0.265517147,0.93669178,0.229570063,0.326427601,0.313435139,-0.193517531,-0.046146348,0.490106895,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.463840366,0.46659622,0.156453087,0.819982384,0.209197535,0.019910289,0.118405156,-0.72616911,0.156453087,0.819982384,0.184461089,0.112814575,0.173506984,0.152664529,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.813316574,0.8181488,0.322128178,-0.60862319,0.333091233,0.76576989,0.341304172,0.062647664,0.322128178,-0.60862319,0.368587356,0.920003116,0.173907483,0.271687942,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.482088008,0.484952278,0.198771883,-0.104205423,0.203194284,-0.92330524,0.106139831,0.456184566,0.198771883,-0.104205423,0.158399111,-0.795801757,0.173905236,0.158274332,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.345721598,0.347775664,0.112423714,0.123629412,0.07112265,-0.26136384,0.142491293,0.976824422,0.112423714,0.123629412,0.123770073,-0.0981545,0.173915203,0.11233611,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.5975107,0.601060741,0.198505626,-0.308222362,0.274553767,0.976485131,0.204976375,0.221627516,0.198505626,-0.308222362,0.271186212,-0.916608269,0.173897777,0.19761863,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.271418061,0.27303066,0.068520049,0.858891822,0.116813824,0.001298765,0.060867076,-0.850497572,0.068520049,0.858891822,0.10519223,0.053316788,0.173911285,0.087688042,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.410965298,0.413407001,0.11290806,0.776749915,0.183933487,-0.007305818,0.114690954,-0.814429508,0.11290806,0.776749915,0.173719948,0.068362605,0.173909399,0.134222357,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.592468446,0.595988529,0.229427472,-0.191944564,0.269708915,-0.958497224,0.173299403,0.34584845,0.229427472,-0.191944564,0.240524961,-0.838319063,0.173895678,0.195888231,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.569365141,0.572747959,0.24208048,-0.122116198,0.245737497,-0.910698891,0.149483954,0.461328926,0.24208048,-0.122116198,0.202553953,-0.770853976,0.174031575,0.188192255,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.468929071,0.471715159,0.117269939,0.351409798,0.169739547,-0.140013132,0.196986239,-0.955169629,0.117269939,0.351409798,0.21537713,-0.038261688,0.173840106,0.153634983,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.295562729,0.297318781,0.075436062,-0.844809794,0.072323943,0.842527128,0.122108875,-0.000392791,0.075436062,-0.844809794,0.11630698,0.943346394,0.173938342,0.095711505,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.004464936,0.004491464,0.000807716,0.996850118,0.001826574,-0.000125567,0.000996399,-0.997865497,0.000807716,0.996850118,0.001714334,0.000697099,0.173913115,0.001424876,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.004137117,0.004161697,8.12E-06,0.616897001,0.001472225,-0.000791036,0.001400526,-0.999203902,8.12E-06,0.616897001,0.001755916,1.77E-06,0.173912979,0.001320232,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.497526869,0.500482867,0.15143909,0.256585082,0.159454774,-0.211937244,0.216282184,-0.989902621,0.15143909,0.256585082,0.217185534,-0.080736221,0.173913584,0.163501155,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.69529374,0.699424748,0.275840132,0.24339508,0.246831839,-0.332706243,0.302782954,0.971081963,0.275840132,0.24339508,0.299952378,-0.160187237,0.173918103,0.231117842,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.878135664,0.883353006,0.368690289,0.203808485,0.339960665,-0.447157992,0.346297624,0.890770983,0.368690289,0.203808485,0.362108956,-0.271985784,0.170362489,0.286076293,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.344189812,0.346234776,0.11332812,0.880439286,0.148330847,0.024991051,0.065999477,-0.730677705,0.11332812,0.880439286,0.121717878,0.1007658,0.173914354,0.111826013,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.865961241,0.87110625,0.35147432,-0.443887302,0.370110891,0.894360114,0.343797167,0.202270247,0.35147432,-0.443887302,0.386210619,-0.953836676,0.173886435,0.28965198,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.832627494,0.837574454,0.37011471,0.124199571,0.319084686,-0.530044223,0.335013799,0.827277939,0.37011471,0.124199571,0.339023446,-0.341714811,0.173917921,0.278326268,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.876387296,0.88159425,0.390841101,0.969486104,0.357787472,0.285966405,0.334891389,-0.356150893,0.390841101,0.969486104,0.358167482,0.463090712,0.176815687,0.291115787,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.974571733,0.980362038,0.798338198,0.9326298,0.80475993,0.219610362,0.655418451,-0.437465565,0.798338198,0.9326298,0.765543824,0.376156464,0.278479345,-0.114826416,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.323499257,0.32542129,0.145045574,-0.014456667,0.094308698,-0.868686629,0.066314597,0.781000592,0.145045574,-0.014456667,0.052680182,-0.620622756,0.173911197,0.104933842,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.29580727,0.297564774,0.114645308,0.939585486,0.114636305,0.052058891,0.0379423,-0.533737672,0.114645308,0.939585486,0.078186607,0.146694589,0.173913559,0.0957443,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.112432194,0.113100197,0.038934085,0.027419643,0.007489777,-0.258276267,0.040727783,0.983663414,0.038934085,0.027419643,0.02891185,-0.050313957,0.173912843,0.035967378,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.690263327,0.694364447,0.283832206,-0.204792862,0.312365807,-0.943770531,0.225421204,0.378842745,0.283832206,-0.204792862,0.287299566,-0.806837071,0.173920067,0.229390602,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.374583593,0.376809138,0.128187136,0.876123642,0.162224686,0.030142615,0.074320533,-0.704828549,0.128187136,0.876123642,0.132701961,0.113683122,0.173911712,0.121990022,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.435055923,0.437640758,0.20243308,-0.990665239,0.118049076,0.236617591,0.125496245,-0.190414047,0.20243308,-0.990665239,0.092874818,0.544944551,0.173911071,0.142336656,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.278171645,0.27982437,0.123407786,-0.990234679,0.058210713,0.184199511,0.072426815,-0.120910296,0.123407786,-0.990234679,0.03812066,0.611095299,0.17391437,0.089915251,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.861130953,0.866247264,0.369596222,0.78514418,0.369919638,0.092424817,0.321967452,-0.571601446,0.369596222,0.78514418,0.365104515,0.251993462,0.173983761,0.288079451,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.691075857,0.695181804,0.249259132,-0.64894448,0.268875046,0.773462097,0.300084002,0.040107251,0.249259132,-0.64894448,0.318510069,0.917939461,0.173920639,0.229669737,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.023671948,0.023812592,0.006764361,-0.991355502,0.002967972,0.975445399,0.009054162,-0.001711134,0.006764361,-0.991355502,0.007438596,0.992852655,0.173913039,0.007555078,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.653066008,0.656946125,0.292274832,-0.889245121,0.20554941,0.483630041,0.264440776,-0.128378536,0.292274832,-0.889245121,0.237675926,0.710585414,0.173906511,0.216630576,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.516253702,0.519320964,0.244508549,0.998876549,0.162510577,0.236800879,0.15358065,-0.241577966,0.244508549,0.998876549,0.131890158,0.496162132,0.173911779,0.169869965,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.277410847,0.279059052,0.108044109,0.053893462,0.034659539,-0.489398657,0.100597346,0.948409798,0.108044109,0.053893462,0.070024149,-0.145190357,0.173912601,0.089664091,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
0.080485511,0.080963706,0.009085443,-0.90064901,0.02372396,0.973704295,0.030513927,0.007366586,0.009085443,-0.90064901,0.033226078,0.993041218,0.173913087,0.025717267,,157,31,29.5,180,30.5,180,32,180,29.5,180,29.5,180,34.5,32
